,lemma,pos,token,annotation
5671,lost,VBN,lost,O
5672,a,DT,a,O
5673,bairn,NN,bairn,O
5674,;,:,;,O
5675,and,CC,and,O
5676,",",",",",",O
5677,when,WRB,when,O
5678,I,PRP,I,O
5679,could,MD,could,O
5680,not,RB,not,O
5681,speak,VB,speak,O
5682,for,IN,for,O
5683,cry,NN,crying,O
5684,",",",",",",O
5685,he,PRP,he,O
5686,bore,VBD,bore,O
5687,towards,NNS,towards,O
5688,me,PRP,me,O
5689,",",",",",",O
5690,and,CC,and,O
5691,I,PRP,I,O
5692,saw,VBD,saw,O
5693,my,PRP$,my,O
5694,wee,JJ,wee,O
5695,bairnie,NN,bairnie,O
5696,",",",",",",O
5697,lying,VBG,lying,O
5698,still,RB,still,O
5699,",",",",",",O
5700,and,CC,and,O
5701,white,JJ,white,O
5702,",",",",",",O
5703,and,CC,and,O
5704,stiff,NN,stiff,O
5705,in,IN,in,O
5706,his,PRP$,his,O
5707,arm,NN,arms,O
5708,",",",",",",O
5709,a,DT,as,O
5710,if,IN,if,O
5711,she,PRP,she,O
5712,had,VBD,had,O
5713,been,VBN,been,O
5714,dead,JJ,dead,O
5715,.,.,.,O
5716,He,PRP,He,O
5717,told,VBD,told,O
5718,me,PRP,me,O
5719,he,PRP,he,O
5720,had,VBD,had,O
5721,been,VBN,been,O
5722,up,RP,up,O
5723,the,DT,the,O
5724,Fells,NNS,Fells,O
5725,to,TO,to,O
5726,gather,VB,gather,O
5727,in,IN,in,O
5728,his,PRP$,his,O
5729,sheep,NN,sheep,O
5730,",",",",",",O
5731,before,IN,before,O
5732,the,DT,the,O
5733,deep,JJ,deep,O
5734,cold,NN,cold,O
5735,of,IN,of,O
5736,night,NN,night,O
5737,came,VBD,came,O
5738,on,IN,on,O
5739,",",",",",",O
5740,and,CC,and,O
5741,that,IN,that,O
5742,under,IN,under,O
5743,the,DT,the,O
5744,holly-trees,NNS,holly-trees,O
5745,(,(,(,O
5746,black,JJ,black,O
5747,mark,NN,marks,O
5748,on,IN,on,O
5749,the,DT,the,O
5750,hill-side,NN,hill-side,O
5751,",",",",",",O
5752,where,WRB,where,O
5753,no,DT,no,O
5754,other,JJ,other,O
5755,bush,NN,bush,O
5756,wa,NN,was,O
5757,for,IN,for,O
5758,mile,NN,miles,O
5759,around,RB,around,O
5760,),),),O
5761,he,PRP,he,O
5762,had,VBD,had,O
5763,found,VBN,found,O
5764,my,PRP$,my,O
5765,little,JJ,little,O
5766,lady,NN,lady,O
5767,--,:,--,O
5768,my,PRP$,my,O
5769,lamb,NN,lamb,O
5770,--,:,--,O
5771,my,PRP$,my,O
5772,queen,NN,queen,O
5773,--,:,--,O
5774,my,PRP$,my,O
5775,darling,NN,darling,O
5776,--,:,--,O
5777,stiff,JJ,stiff,O
5778,and,CC,and,O
5779,cold,JJ,cold,O
5780,in,IN,in,O
5781,the,DT,the,O
5782,terrible,JJ,terrible,O
5783,sleep,NN,sleep,O
5784,which,WDT,which,O
5785,is,VBZ,is,O
5786,frost-begotten,JJ,frost-begotten,O
5787,.,.,.,O
5788,Oh,UH,Oh,O
5789,!,.,!,O
5790,the,DT,the,O
5791,joy,NN,joy,O
5792,and,CC,and,O
5793,the,DT,the,O
5794,tear,NN,tears,O
5795,of,IN,of,O
5796,having,VBG,having,O
5797,her,PRP$,her,O
5798,in,IN,in,O
5799,my,PRP$,my,O
5800,arm,NN,arms,O
5801,once,RB,once,O
5802,again,RB,again,O
5803,!,.,!,O
5804,for,IN,for,O
5805,I,PRP,I,O
5806,would,MD,would,O
5807,not,RB,not,O
5808,let,VB,let,O
5809,him,PRP,him,O
5810,carry,VB,carry,O
5811,her,PRP$,her,O
5812,;,:,;,O
5813,but,CC,but,O
5814,took,VBD,took,O
5815,her,PRP,her,O
5816,",",",",",",O
5817,maud,NN,maud,O
5818,and,CC,and,O
5819,all,DT,all,O
5820,",",",",",",O
5821,into,IN,into,O
5822,my,PRP$,my,O
5823,own,JJ,own,O
5824,arm,NN,arms,O
5825,",",",",",",O
5826,and,CC,and,O
5827,held,VBD,held,O
5828,her,PRP$,her,O
5829,near,JJ,near,O
5830,my,PRP$,my,O
5831,own,JJ,own,O
5832,warm,JJ,warm,O
5833,neck,NN,neck,O
5834,and,CC,and,O
5835,heart,NN,heart,O
5836,",",",",",",O
5837,and,CC,and,O
5838,felt,VBD,felt,O
5839,the,DT,the,O
5840,life,NN,life,O
5841,stealing,VBG,stealing,O
5842,slowly,RB,slowly,O
5843,back,RB,back,O
5844,again,RB,again,O
5845,into,IN,into,O
5846,her,PRP$,her,O
5847,little,JJ,little,O
5848,gentle,JJ,gentle,O
5849,limb,NN,limbs,O
5850,.,.,.,O
5851,But,CC,But,O
5852,she,PRP,she,O
5853,wa,VBD,was,O
5854,still,RB,still,O
5855,insensible,JJ,insensible,O
5856,when,WRB,when,O
5857,we,PRP,we,O
5858,reached,VBD,reached,O
5859,the,DT,the,O
5860,hall,NN,hall,O
5861,",",",",",",O
5862,and,CC,and,O
5863,I,PRP,I,O
5864,had,VBD,had,O
5865,no,DT,no,O
5866,breath,NN,breath,O
5867,for,IN,for,O
5868,speech,NN,speech,O
5869,.,.,.,O
5870,We,PRP,We,O
5871,went,VBD,went,O
5872,in,IN,in,O
5873,by,IN,by,O
5874,the,DT,the,O
5875,kitchen-door,NN,kitchen-door,O
5876,.,.,.,O
5877,'Bring,VBG,'Bring,O
5878,me,PRP,me,O
5879,the,DT,the,O
5880,warming-pan,JJ,warming-pan,O
5881,",",",",",",O
5882,','',',O
5883,said,VBD,said,O
5884,I,PRP,I,O
5885,;,:,;,O
5886,and,CC,and,O
5887,I,PRP,I,O
5888,carried,VBD,carried,O
5889,her,PRP,her,O
5890,upstairs,NNS,upstairs,O
5891,and,CC,and,O
5892,began,VBD,began,O
5893,undressing,VBG,undressing,O
5894,her,PRP$,her,O
5895,by,IN,by,O
5896,the,DT,the,O
5897,nursery,NN,nursery,O
5898,fire,NN,fire,O
5899,",",",",",",O
5900,which,WDT,which,O
5901,Bessy,NNP,Bessy,O
5902,had,VBD,had,O
5903,kept,VBN,kept,O
5904,up,RP,up,O
5905,.,.,.,O
5906,I,PRP,I,O
5907,called,VBD,called,O
5908,my,PRP$,my,O
5909,little,JJ,little,O
5910,lammie,JJ,lammie,O
5911,all,PDT,all,O
5912,the,DT,the,O
5913,sweet,JJ,sweet,O
5914,and,CC,and,O
5915,playful,JJ,playful,O
5916,name,NN,names,O
5917,I,PRP,I,O
5918,could,MD,could,O
5919,think,VB,think,O
5920,of,IN,of,O
5921,",",",",",",O
5922,--,:,--,O
5923,even,RB,even,O
5924,while,IN,while,O
5925,my,PRP$,my,O
5926,eye,NN,eyes,O
5927,were,VBD,were,O
5928,blinded,VBN,blinded,O
5929,by,IN,by,O
5930,my,PRP$,my,O
5931,tear,NN,tears,O
5932,;,:,;,O
5933,and,CC,and,O
5934,at,IN,at,O
5935,last,JJ,last,O
5936,",",",",",",O
5937,oh,JJ,oh,O
5938,!,.,!,O
5939,at,IN,at,O
5940,length,NN,length,O
5941,she,PRP,she,O
5942,opened,VBD,opened,O
5943,her,PRP,her,O
5944,large,JJ,large,O
5945,blue,JJ,blue,O
5946,eye,NN,eyes,O
5947,.,.,.,O
5948,Then,RB,Then,O
5949,I,PRP,I,O
5950,put,VBP,put,O
5951,her,PRP$,her,O
5952,into,IN,into,O
5953,her,PRP$,her,O
5954,warm,JJ,warm,O
5955,bed,NN,bed,O
5956,",",",",",",O
5957,and,CC,and,O
5958,sent,VBD,sent,O
5959,Dorothy,NNP,Dorothy,O
5960,down,RB,down,O
5961,to,TO,to,O
5962,tell,VB,tell,O
5963,Miss,NNP,Miss,O
5964,Furnivall,NNP,Furnivall,O
5965,that,IN,that,O
5966,all,DT,all,O
5967,wa,RB,was,O
5968,well,RB,well,O
5969,;,:,;,O
5970,and,CC,and,O
5971,I,PRP,I,O
5972,made,VBD,made,O
5973,up,RP,up,O
5974,my,PRP$,my,O
5975,mind,NN,mind,O
5976,to,TO,to,O
5977,sit,VB,sit,O
5978,by,IN,by,O
5979,my,PRP$,my,O
5980,darling,NN,darling,O
5981,'s,POS,'s,O
5982,bedside,IN,bedside,O
5983,the,DT,the,O
5984,live-long,JJ,live-long,O
5985,night,NN,night,O
5986,.,.,.,O
5987,She,PRP,She,O
5988,fell,VBD,fell,O
5989,away,RB,away,O
5990,into,IN,into,O
5991,a,DT,a,O
5992,soft,JJ,soft,O
5993,sleep,NN,sleep,O
5994,a,DT,as,O
5995,soon,RB,soon,O
5996,a,DT,as,O
5997,her,PRP$,her,O
5998,pretty,JJ,pretty,O
5999,head,NN,head,O
6000,had,VBD,had,O
6001,touched,VBN,touched,O
6002,the,DT,the,O
6003,pillow,NN,pillow,O
6004,",",",",",",O
6005,and,CC,and,O
6006,I,PRP,I,O
6007,watched,VBN,watched,O
6008,by,IN,by,O
6009,her,PRP$,her,O
6010,till,NN,till,O
6011,morning,NN,morning,O
6012,light,NN,light,O
6013,;,:,;,O
6014,when,WRB,when,O
6015,she,PRP,she,O
6016,wakened,VBD,wakened,O
6017,up,RB,up,O
6018,bright,JJ,bright,O
6019,and,CC,and,O
6020,clear,JJ,clear,O
6021,--,:,--,O
6022,or,CC,or,O
6023,so,RB,so,O
6024,I,PRP,I,O
6025,thought,VBD,thought,O
6026,at,IN,at,O
6027,first,JJ,first,O
6028,--,:,--,O
6029,and,CC,and,O
6030,",",",",",",O
6031,my,PRP$,my,O
6032,dear,JJ,dears,O
6033,",",",",",",O
6034,so,IN,so,O
6035,I,PRP,I,O
6036,think,VBP,think,O
6037,now,RB,now,O
6038,.,.,.,O
6039,She,PRP,She,O
6040,said,VBD,said,O
6041,",",",",",",O
6042,that,IN,that,O
6043,she,PRP,she,O
6044,had,VBD,had,O
6045,fancied,VBN,fancied,O
6046,that,IN,that,O
6047,she,PRP,she,O
6048,should,MD,should,O
6049,like,VB,like,O
6050,to,TO,to,O
6051,go,VB,go,O
6052,to,TO,to,O
6053,Dorothy,NNP,Dorothy,O
6054,",",",",",",O
6055,for,IN,for,O
6056,that,DT,that,O
6057,both,DT,both,O
6058,the,DT,the,O
6059,old,JJ,old,O
6060,lady,NN,ladies,O
6061,were,VBD,were,O
6062,asleep,JJ,asleep,O
6063,",",",",",",O
6064,and,CC,and,O
6065,it,PRP,it,O
6066,wa,VBD,was,O
6067,very,RB,very,O
6068,dull,JJ,dull,O
6069,in,IN,in,O
6070,the,DT,the,O
6071,drawing-room,NN,drawing-room,O
6072,;,:,;,O
6073,and,CC,and,O
6074,that,IN,that,O
6075,",",",",",",O
6076,a,DT,as,O
6077,she,PRP,she,O
6078,wa,VBD,was,O
6079,going,VBG,going,O
6080,through,IN,through,O
6081,the,DT,the,O
6082,west,NN,west,O
6083,lobby,NN,lobby,O
6084,",",",",",",O
6085,she,PRP,she,O
6086,saw,VBD,saw,O
6087,the,DT,the,O
6088,snow,NN,snow,O
6089,through,IN,through,O
6090,the,DT,the,O
6091,high,JJ,high,O
6092,window,NN,window,O
6093,falling,VBG,falling,O
6094,--,:,--,O
6095,falling,VBG,falling,O
6096,--,:,--,O
6097,soft,JJ,soft,O
6098,and,CC,and,O
6099,steady,JJ,steady,O
6100,;,:,;,O
6101,but,CC,but,O
6102,she,PRP,she,O
6103,wanted,VBD,wanted,O
6104,to,TO,to,O
6105,see,VB,see,O
6106,it,PRP,it,O
6107,lying,VBG,lying,O
6108,pretty,RB,pretty,O
6109,and,CC,and,O
6110,white,JJ,white,O
6111,on,IN,on,O
6112,the,DT,the,O
6113,ground,NN,ground,O
6114,;,:,;,O
6115,so,CC,so,O
6116,she,PRP,she,O
6117,made,VBD,made,O
6118,her,PRP,her,O
6119,way,NN,way,O
6120,into,IN,into,O
6121,the,DT,the,O
6122,great,JJ,great,O
6123,hall,NN,hall,O
6124,;,:,;,O
6125,and,CC,and,O
6126,then,RB,then,O
6127,",",",",",",O
6128,going,VBG,going,O
6129,to,TO,to,O
6130,the,DT,the,O
6131,window,NN,window,O
6132,",",",",",",O
6133,she,PRP,she,O
6134,saw,VBD,saw,O
6135,it,PRP,it,O
6136,bright,JJ,bright,O
6137,and,CC,and,O
6138,soft,JJ,soft,O
6139,upon,IN,upon,O
6140,the,DT,the,O
6141,drive,NN,drive,O
6142,;,:,;,O
6143,but,CC,but,O
6144,while,IN,while,O
6145,she,PRP,she,O
6146,stood,VBD,stood,O
6147,there,RB,there,O
6148,",",",",",",O
6149,she,PRP,she,O
6150,saw,VBD,saw,O
6151,a,DT,a,O
6152,little,JJ,little,O
6153,girl,NN,girl,O
6154,",",",",",",O
6155,not,RB,not,O
6156,so,RB,so,O
6157,old,JJ,old,O
6158,a,DT,as,O
6159,she,PRP,she,O
6160,wa,NN,was,O
6161,",",",",",",O
6162,'but,'','but,O
6163,so,RB,so,O
6164,pretty,RB,pretty,O
6165,",",",",",",O
6166,','',',O
6167,said,VBD,said,O
6168,my,PRP$,my,O
6169,darling,NN,darling,O
6170,",",",",",",O
6171,'and,VB,'and,O
6172,this,DT,this,O
6173,little,JJ,little,O
6174,girl,NN,girl,O
6175,beckoned,VBD,beckoned,O
6176,to,TO,to,O
6177,me,PRP,me,O
6178,to,TO,to,O
6179,come,VB,come,O
6180,out,RP,out,O
6181,;,:,;,O
6182,and,CC,and,O
6183,oh,UH,oh,O
6184,",",",",",",O
6185,she,PRP,she,O
6186,wa,VBD,was,O
6187,so,RB,so,O
6188,pretty,RB,pretty,O
6189,and,CC,and,O
6190,so,RB,so,O
6191,sweet,JJ,sweet,O
6192,",",",",",",O
6193,I,PRP,I,O
6194,could,MD,could,O
6195,not,RB,not,O
6196,choose,VB,choose,O
6197,but,CC,but,O
6198,go,VB,go,O
6199,.,.,.,O
6200,','',',O
6201,And,CC,And,O
6202,then,RB,then,O
6203,this,DT,this,O
6204,other,JJ,other,O
6205,little,JJ,little,O
6206,girl,NN,girl,O
6207,had,VBD,had,O
6208,taken,VBN,taken,O
6209,her,RB,her,O
6210,by,IN,by,O
6211,the,DT,the,O
6212,hand,NN,hand,O
6213,",",",",",",O
6214,and,CC,and,O
6215,side,NN,side,O
6216,by,IN,by,O
6217,side,VBG,side,O
6218,the,DT,the,O
6219,two,CD,two,O
6220,had,VBD,had,O
6221,gone,VBN,gone,O
6222,round,RB,round,O
6223,the,DT,the,O
6224,east,NN,east,O
6225,corner,NN,corner,O
6226,.,.,.,O
6227,'Now,IN,'Now,O
6228,you,PRP,you,O
6229,are,VBP,are,O
6230,a,DT,a,O
6231,naughty,JJ,naughty,O
6232,little,JJ,little,O
6233,girl,NN,girl,O
6234,",",",",",",O
6235,and,CC,and,O
6236,telling,VBG,telling,O
6237,story,NN,stories,O
6238,",",",",",",O
6239,','',',O
6240,said,VBD,said,O
6241,I,PRP,I,O
6242,.,.,.,O
6243,'What,WP,'What,O
6244,would,MD,would,O
6245,your,PRP$,your,O
6246,good,JJ,good,O
6247,mamma,NN,mamma,O
6248,",",",",",",O
6249,that,WDT,that,O
6250,is,VBZ,is,O
6251,in,IN,in,O
6252,heaven,NN,heaven,O
6253,",",",",",",O
6254,and,CC,and,O
6255,never,RB,never,O
6256,told,VBD,told,O
6257,a,DT,a,O
6258,story,NN,story,O
6259,in,IN,in,O
6260,her,PRP$,her,O
6261,life,NN,life,O
6262,",",",",",",O
6263,say,VBP,say,O
6264,to,TO,to,O
6265,her,PRP$,her,O
6266,little,JJ,little,O
6267,Rosamond,NNP,Rosamond,O
6268,",",",",",",O
6269,if,IN,if,O
6270,she,PRP,she,O
6271,heard,VBD,heard,O
6272,her,PRP,her,O
6273,--,:,--,O
6274,and,CC,and,O
6275,I,PRP,I,O
6276,daresay,VBP,daresay,O
6277,she,PRP,she,O
6278,doe,VBZ,does,O
6279,--,:,--,O
6280,telling,VBG,telling,O
6281,story,NN,stories,O
6282,!,.,!,O
6283,','',',O
6284,'Indeed,CD,'Indeed,O
6285,",",",",",",O
6286,Hester,NNP,Hester,O
6287,",",",",",",O
6288,','',',O
6289,sobbed,VBD,sobbed,O
6290,out,IN,out,O
6291,my,PRP$,my,O
6292,child,NN,child,O
6293,",",",",",",O
6294,','',',O
6295,I,PRP,I,O
6296,'m,VBP,'m,O
6297,telling,VBG,telling,O
6298,you,PRP,you,O
6299,true,JJ,true,O
6300,.,.,.,O
6301,Indeed,RB,Indeed,O
6302,I,PRP,I,O
6303,am,VBP,am,O
6304,.,.,.,O
6305,','',',O
6306,'Do,VBP,'Do,O
6307,n't,RB,n't,O
6308,tell,VB,tell,O
6309,me,PRP,me,O
6310,!,.,!,O
6311,','',',O
6312,said,VBD,said,O
6313,I,PRP,I,O
6314,",",",",",",O
6315,very,RB,very,O
6316,stern,JJ,stern,O
6317,.,.,.,O
6318,','',',O
6319,I,PRP,I,O
6320,tracked,VBD,tracked,O
6321,you,PRP,you,O
6322,by,IN,by,O
6323,your,PRP$,your,O
6324,foot-marks,NNS,foot-marks,O
6325,through,IN,through,O
6326,the,DT,the,O
6327,snow,NN,snow,O
6328,;,:,;,O
6329,there,EX,there,O
6330,were,VBD,were,O
6331,only,RB,only,O
6332,yours,VBZ,yours,O
6333,to,TO,to,O
6334,be,VB,be,O
6335,seen,VBN,seen,O
6336,:,:,:,O
6337,and,CC,and,O
6338,if,IN,if,O
6339,you,PRP,you,O
6340,had,VBD,had,O
6341,had,VBN,had,O
6342,a,DT,a,O
6343,little,JJ,little,O
6344,girl,NN,girl,O
6345,to,TO,to,O
6346,go,VB,go,O
6347,hand-in-hand,NN,hand-in-hand,O
6348,with,IN,with,O
6349,you,PRP,you,O
6350,up,RP,up,O
6351,the,DT,the,O
6352,hill,NN,hill,O
6353,",",",",",",O
6354,do,VBP,do,O
6355,n't,RB,n't,O
6356,you,PRP,you,O
6357,think,VB,think,O
6358,the,DT,the,O
6359,footprint,NN,footprints,O
6360,would,MD,would,O
6361,have,VB,have,O
6362,gone,VBN,gone,O
6363,along,RB,along,O
6364,with,IN,with,O
6365,yours,NNS,yours,O
6366,?,.,?,O
6367,','',',O
6368,',POS,',O
6369,I,PRP,I,O
6370,ca,MD,ca,O
6371,n't,RB,n't,O
6372,help,VB,help,O
6373,it,PRP,it,O
6374,",",",",",",O
6375,dear,RB,dear,O
6376,",",",",",",O
6377,dear,JJ,dear,O
6378,Hester,NNP,Hester,O
6379,",",",",",",O
6380,','',',O
6381,said,VBD,said,O
6382,she,PRP,she,O
6383,",",",",",",O
6384,cry,NN,crying,O
6385,",",",",",",O
6386,'if,'','if,O
6387,they,PRP,they,O
6388,did,VBD,did,O
6389,not,RB,not,O
6390,;,:,;,O
6391,I,PRP,I,O
6392,never,RB,never,O
6393,looked,VBD,looked,O
6394,at,IN,at,O
6395,her,PRP,her,O
6396,foot,NN,feet,O
6397,",",",",",",O
6398,but,CC,but,O
6399,she,PRP,she,O
6400,held,VBD,held,O
6401,my,PRP$,my,O
6402,hand,NN,hand,O
6403,fast,RB,fast,O
6404,and,CC,and,O
6405,tight,JJ,tight,O
6406,in,IN,in,O
6407,her,PRP$,her,O
6408,little,JJ,little,O
6409,one,CD,one,O
6410,",",",",",",O
6411,and,CC,and,O
6412,it,PRP,it,O
6413,wa,VBZ,was,O
6414,very,RB,very,O
6415,",",",",",",O
6416,very,RB,very,O
6417,cold,JJ,cold,O
6418,.,.,.,O
6419,She,PRP,She,O
6420,took,VBD,took,O
6421,me,PRP,me,O
6422,up,RP,up,O
6423,the,DT,the,O
6424,Fell-path,NN,Fell-path,O
6425,",",",",",",O
6426,up,RB,up,O
6427,to,TO,to,O
6428,the,DT,the,O
6429,holly-trees,NNS,holly-trees,O
6430,;,:,;,O
6431,and,CC,and,O
6432,there,EX,there,O
6433,I,PRP,I,O
6434,saw,VBD,saw,O
6435,a,DT,a,O
6436,lady,NN,lady,O
6437,weeping,NN,weeping,O
6438,and,CC,and,O
6439,cry,NN,crying,O
6440,;,:,;,O
6441,but,CC,but,O
6442,when,WRB,when,O
6443,she,PRP,she,O
6444,saw,VBD,saw,O
6445,me,PRP,me,O
6446,",",",",",",O
6447,she,PRP,she,O
6448,hushed,VBD,hushed,O
6449,her,PRP,her,O
6450,weeping,NN,weeping,O
6451,",",",",",",O
6452,and,CC,and,O
6453,smiled,VBD,smiled,O
6454,very,RB,very,O
6455,proud,JJ,proud,O
6456,and,CC,and,O
6457,grand,JJ,grand,O
6458,",",",",",",O
6459,and,CC,and,O
6460,took,VBD,took,O
6461,me,PRP,me,O
6462,on,IN,on,O
6463,her,PRP,her,O
6464,knee,NN,knee,O
6465,",",",",",",O
6466,and,CC,and,O
6467,began,VBD,began,O
6468,to,TO,to,O
6469,lull,VB,lull,O
6470,me,PRP,me,O
6471,to,TO,to,O
6472,sleep,VB,sleep,O
6473,;,:,;,O
6474,and,CC,and,O
6475,that,DT,that,O
6476,'s,VBZ,'s,O
6477,all,DT,all,O
6478,",",",",",",O
6479,Hester,NNP,Hester,O
6480,--,:,--,O
6481,but,CC,but,O
6482,that,DT,that,O
6483,is,VBZ,is,O
6484,true,JJ,true,O
6485,;,:,;,O
6486,and,CC,and,O
6487,my,PRP$,my,O
6488,dear,JJ,dear,O
6489,mamma,NN,mamma,O
6490,know,VBP,knows,O
6491,it,PRP,it,O
6492,is,VBZ,is,O
6493,",",",",",",O
6494,','',',O
6495,said,VBD,said,O
6496,she,PRP,she,O
6497,",",",",",",O
6498,cry,NN,crying,O
6499,.,.,.,O
6500,So,IN,So,O
6501,I,PRP,I,O
6502,thought,VBD,thought,O
6503,the,DT,the,O
6504,child,NN,child,O
6505,wa,NN,was,O
6506,in,IN,in,O
6507,a,DT,a,O
6508,fever,NN,fever,O
6509,",",",",",",O
6510,and,CC,and,O
6511,pretended,VBD,pretended,O
6512,to,TO,to,O
6513,believe,VB,believe,O
6514,her,PRP,her,O
6515,",",",",",",O
6516,a,DT,as,O
6517,she,PRP,she,O
6518,went,VBD,went,O
6519,over,IN,over,O
6520,her,PRP$,her,O
6521,story,NN,story,O
6522,--,:,--,O
6523,over,IN,over,O
6524,and,CC,and,O
6525,over,RB,over,O
6526,again,RB,again,O
6527,",",",",",",O
6528,and,CC,and,O
6529,always,RB,always,O
6530,the,DT,the,O
6531,same,JJ,same,O
6532,.,.,.,O
6533,At,IN,At,O
6534,last,JJ,last,O
6535,Dorothy,NNP,Dorothy,O
6536,knocked,VBD,knocked,O
6537,at,IN,at,O
6538,the,DT,the,O
6539,door,NN,door,O
6540,with,IN,with,O
6541,Miss,NNP,Miss,O
6542,Rosamond,NNP,Rosamond,O
6543,'s,POS,'s,O
6544,breakfast,NN,breakfast,O
6545,;,:,;,O
6546,and,CC,and,O
6547,she,PRP,she,O
6548,told,VBD,told,O
6549,me,PRP,me,O
6550,the,DT,the,O
6551,old,JJ,old,O
6552,lady,NN,ladies,O
6553,were,VBD,were,O
6554,down,RB,down,O
6555,in,IN,in,O
6556,the,DT,the,O
6557,eating,VBG,eating,O
6558,parlour,NN,parlour,O
6559,",",",",",",O
6560,and,CC,and,O
6561,that,IN,that,O
6562,they,PRP,they,O
6563,wanted,VBD,wanted,O
6564,to,TO,to,O
6565,speak,VB,speak,O
6566,to,TO,to,O
6567,me,PRP,me,O
6568,.,.,.,O
6569,They,PRP,They,O
6570,had,VBD,had,O
6571,both,DT,both,O
6572,been,VBN,been,O
6573,into,IN,into,O
6574,the,DT,the,O
6575,night-nursery,JJ,night-nursery,O
6576,the,DT,the,O
6577,evening,NN,evening,O
6578,before,IN,before,O
6579,",",",",",",O
6580,but,CC,but,O
6581,it,PRP,it,O
6582,wa,VBZ,was,O
6583,after,IN,after,O
6584,Miss,NNP,Miss,O
6585,Rosamond,NNP,Rosamond,O
6586,wa,JJ,was,O
6587,asleep,NN,asleep,O
6588,;,:,;,O
6589,so,IN,so,O
6590,they,PRP,they,O
6591,had,VBD,had,O
6592,only,RB,only,O
6593,looked,VBN,looked,O
6594,at,IN,at,O
6595,her,PRP$,her,O
6596,--,:,--,O
6597,not,RB,not,O
6598,asked,IN,asked,O
6599,me,PRP,me,O
6600,any,DT,any,O
6601,question,NN,questions,O
6602,.,.,.,O
6603,','',',O
6604,I,PRP,I,O
6605,shall,MD,shall,O
6606,catch,VB,catch,O
6607,it,PRP,it,O
6608,",",",",",",O
6609,','',',O
6610,thought,VBD,thought,O
6611,I,PRP,I,O
6612,to,TO,to,O
6613,myself,PRP,myself,O
6614,",",",",",",O
6615,a,DT,as,O
6616,I,PRP,I,O
6617,went,VBD,went,O
6618,along,IN,along,O
6619,the,DT,the,O
6620,north,JJ,north,O
6621,gallery,NN,gallery,O
6622,.,.,.,O
6623,'And,CC,'And,O
6624,yet,RB,yet,O
6625,",",",",",",O
6626,','',',O
6627,I,PRP,I,O
6628,thought,VBD,thought,O
6629,",",",",",",O
6630,taking,VBG,taking,O
6631,courage,NN,courage,O
6632,",",",",",",O
6633,'it,'','it,O
6634,wa,NN,was,O
6635,in,IN,in,O
6636,their,PRP$,their,O
6637,charge,NN,charge,O
6638,I,PRP,I,O
6639,left,VBD,left,O
6640,her,PRP,her,O
6641,;,:,;,O
6642,and,CC,and,O
6643,it,PRP,it,O
6644,'s,VBZ,'s,O
6645,they,PRP,they,O
6646,that,WDT,that,O
6647,'s,VBZ,'s,O
6648,to,TO,to,O
6649,blame,VB,blame,O
6650,for,IN,for,O
6651,letting,VBG,letting,O
6652,her,PRP$,her,O
6653,steal,NN,steal,O
6654,away,RB,away,O
6655,unknown,JJ,unknown,O
6656,and,CC,and,O
6657,unwatched,JJ,unwatched,O
6658,.,.,.,O
6659,','',',O
6660,So,IN,So,O
6661,I,PRP,I,O
6662,went,VBD,went,O
6663,in,IN,in,O
6664,boldly,RB,boldly,O
6665,",",",",",",O
6666,and,CC,and,O
6667,told,VBD,told,O
6668,my,PRP$,my,O
6669,story,NN,story,O
6670,.,.,.,O
6671,I,PRP,I,O
6672,told,VBD,told,O
6673,it,PRP,it,O
6674,all,DT,all,O
6675,to,TO,to,O
6676,Miss,NNP,Miss,O
6677,Furnivall,NNP,Furnivall,O
6678,",",",",",",O
6679,shouting,VBG,shouting,O
6680,it,PRP,it,O
6681,close,JJ,close,O
6682,to,TO,to,O
6683,her,PRP$,her,O
6684,ear,NN,ear,O
6685,;,:,;,O
6686,but,CC,but,O
6687,when,WRB,when,O
6688,I,PRP,I,O
6689,came,VBD,came,O
6690,to,TO,to,O
6691,the,DT,the,O
6692,mention,NN,mention,O
6693,of,IN,of,O
6694,the,DT,the,O
6695,other,JJ,other,O
6696,little,JJ,little,O
6697,girl,NN,girl,O
6698,out,IN,out,O
6699,in,IN,in,O
6700,the,DT,the,O
6701,snow,NN,snow,O
6702,",",",",",",O
6703,coaxing,VBG,coaxing,O
6704,and,CC,and,O
6705,tempting,VBG,tempting,O
6706,her,PRP,her,O
6707,out,IN,out,O
6708,",",",",",",O
6709,and,CC,and,O
6710,willing,JJ,willing,O
6711,her,PRP$,her,O
6712,up,NN,up,O
6713,to,TO,to,O
6714,the,DT,the,O
6715,grand,JJ,grand,O
6716,and,CC,and,O
6717,beautiful,JJ,beautiful,O
6718,lady,NN,lady,O
6719,by,IN,by,O
6720,the,DT,the,O
6721,holly-tree,JJ,holly-tree,O
6722,",",",",",",O
6723,she,PRP,she,O
6724,threw,VBD,threw,O
6725,her,PRP,her,O
6726,arm,NN,arms,O
6727,up,RB,up,O
6728,--,:,--,O
6729,her,PRP$,her,O
6730,old,JJ,old,O
6731,and,CC,and,O
6732,withered,JJ,withered,O
6733,arm,NN,arms,O
6734,--,:,--,O
6735,and,CC,and,O
6736,cried,JJ,cried,O
6737,aloud,NN,aloud,O
6738,",",",",",",O
6739,'Oh,'','Oh,O
6740,!,.,!,O
6741,Heaven,NNP,Heaven,O
6742,forgive,JJ,forgive,O
